symbol,date,epsActual,epsEstimated,lastUpdated
ECOL,2018-11-01,0.7,0.62,2024-03-14
SRGA,2018-11-01,0.9,0.3,2023-12-04
CDR-PC,2018-11-01,0.04,-0.06,2025-08-27
LBRDA,2018-11-01,0.33,0.22,2025-04-15
PODD,2018-11-01,0.03,0.00294,2025-04-25
AHT,2018-11-01,300.0,280.0,2025-04-12
TFX,2018-11-01,2.52,2.41,2025-04-25
AMH,2018-11-01,0.27,0.27,2025-04-25
ADVANC.BK,2018-11-01,2.29,2.65,2025-06-17
PK,2018-11-01,0.65,0.65,2025-04-25
TREE,2018-11-01,1.92,1.91,2025-04-16
PE&OLES.MX,2018-11-01,0.45,0.44,2025-09-18
USX,2018-11-01,0.33,0.36,2024-04-26
RFP,2018-11-01,1.03,0.71,2023-12-04
AIAGF,2018-11-01,1.41,1.49,2025-06-17
ACLS,2018-11-01,0.26,0.18,2025-04-25
6568.TWO,2018-11-01,2.33,3.0,2025-06-17
NSA-PA,2018-11-01,0.03,0.08,2025-04-25
7269.T,2018-11-01,111.86,113.42,2025-06-17
FLWS,2018-11-01,-0.27,-0.3,2025-04-22
PCRX,2018-11-01,0.31,0.07,2025-04-25
9401.T,2018-11-01,10.13,11.0,2025-09-08
MNKD,2018-11-01,-0.16,-0.18,2025-04-20
ATSG,2018-11-01,0.31,0.32,2025-04-21
LPKR.JK,2018-11-01,52.47,8.18,2025-06-17
ITGR,2018-11-01,1.06,0.92,2025-04-25
STAG,2018-11-01,0.45,0.45,2025-04-25
HRSEF,2018-11-01,1.26,1.19,2025-06-17
NTCT,2018-11-01,0.25,0.14,2025-04-24
TEVA,2018-11-01,0.68,0.55,2025-04-25
MSI,2018-11-01,1.94,1.72,2025-04-23
GIL,2018-11-01,0.57,0.57,2025-04-24
TVTX,2018-11-01,-0.92,-0.45,2025-04-24
APETIT.HE,2018-11-01,0.17,0.14,2025-06-17
OPHLF,2018-11-01,0.24,25.8,2025-10-06
DCUE,2018-11-01,1.15,1.13,2023-12-04
CATM,2018-11-01,0.62,0.42,2023-12-04
VICI,2018-11-01,0.35,0.39,2025-09-09
ASCCF,2018-11-01,0.2281,0.2868,2025-06-17
BIO-B,2018-11-01,0.91,1.15,2025-04-25
CHD,2018-11-01,0.58,0.54,2025-04-25
MELI,2018-11-01,-0.23,-0.1,2025-04-25
STFC,2018-11-01,0.44,0.22,2023-12-04
VIAC,2018-11-01,1.24,1.22,2023-12-04
NYT,2018-11-01,0.15,0.11,2025-04-25
ATGE,2018-11-01,0.45,0.41,2025-04-25
GNRC,2018-11-01,1.43,1.08,2025-04-25
GTES,2018-11-01,0.3,0.26,2025-04-25
5202.T,2018-11-01,36.37,31.4,2025-11-10
RGEN,2018-11-01,0.2,0.18,2025-04-25
SCMN.SW,2018-11-01,8.24,7.39,2025-06-17
MEG.TO,2018-11-01,-0.06,-0.08,2025-06-17
WRLD,2018-11-01,1.56,1.46,2025-04-25
BCE,2018-11-01,0.74,0.71,2024-10-30
IIVI,2018-11-01,0.56,0.56,2023-12-04
RFP.TO,2018-11-01,1.03,0.71,2025-06-17
ROCK,2018-11-01,0.71,0.7,2025-04-25
MGP,2018-11-01,0.27,0.31,2023-12-04
CLPBF,2018-11-01,4.89,5.19,2025-10-06
OKDBV.HE,2018-11-01,0.07,0.06,2025-06-17
CNXN,2018-11-01,0.51,0.5,2025-04-25
USCR,2018-11-01,0.73,1.25,2023-12-04
PBH,2018-11-01,0.65,0.63,2025-04-25
ALE,2018-11-01,0.67,0.77,2025-04-25
BSIG,2018-11-01,0.46,0.45,2025-04-12
RDS-A,2018-11-01,1.34,1.5,2024-12-13
VSTO,2018-11-01,0.05,0.01667,2025-04-25
TRMB,2018-11-01,0.49,0.45,2025-04-23
3861.T,2018-11-01,9.56,16.7,2025-06-17
EVLO,2018-11-01,-10.0,-0.62,2025-04-25
UMH-PD,2018-11-01,-0.31,-0.03,2025-04-25
HSTO,2018-11-01,-30.0,-30.8,2025-04-20
FSOYF,2018-11-01,0.00508,0.00254,2025-04-25
LADR,2018-11-01,0.59,0.41,2025-09-09
MAIN,2018-11-01,0.63,0.62,2025-04-24
SCRPF,2018-11-01,0.04,0.05,2025-09-16
HEXA-B.ST,2018-11-01,0.49,0.49,2025-06-17
BFS,2018-11-01,0.83,0.8,2025-07-21
011170.KS,2018-11-01,12688.0,13570.52,2025-06-17
EPAM,2018-11-01,1.17,1.05,2025-04-14
JHG,2018-11-01,0.69,0.68,2025-04-25
LUMO,2018-11-01,-1.8,-3.6,2025-04-25
FLMNF,2018-11-01,0.64,0.63,2025-10-06
STAR-PI,2018-11-01,0.05,0.17,2023-12-04
CIO-PA,2018-11-01,-0.08,-0.08,2025-08-27
SGHHF,2018-11-01,0.1093,0.1217,2025-06-17
AVTA,2018-10-31,-0.09,-0.19,2025-04-02
ADN.TO,2018-10-31,0.36,0.22,2025-06-17
9507.T,2018-10-31,60.09,45.66,2025-06-17
8436.TWO,2018-10-31,4.85,4.9,2025-06-17
S,2018-10-31,0.05,0.00811,2025-06-01
PMDKF,2018-10-31,4.0,8.06,2025-06-17
SBER.ME,2018-10-31,10.6,9.6,2025-08-22
OPHLY,2018-10-31,26.47,25.8,2025-06-17
9101.T,2018-10-31,-30.83,6.93,2025-09-08
SHYF,2018-10-31,0.17,0.25,2025-07-28
REP.MC,2018-10-31,0.32,0.35,2025-06-17
6723.T,2018-10-31,4.54,6.86,2025-06-17
4005.T,2018-10-31,19.26,13.24,2025-09-08
7272.T,2018-10-31,70.96,73.01,2025-06-17
MOCORP.HE,2018-10-31,0.06,0.06,2025-06-17
AIG,2018-10-31,-0.34,0.07,2025-04-25
INGRS.BK,2018-10-31,0.0184,0.01,2025-06-17
PCELF,2018-10-31,-0.2,-0.3,2025-06-17
6371.T,2018-10-31,117.57,99.0,2025-06-17
SC,2018-10-31,0.64,0.6,2023-12-04
HESM,2018-10-31,0.34,0.31,2025-04-24
FARO,2018-10-31,0.09,0.17,2025-04-25
4665.T,2018-10-31,28.91,29.0,2025-06-17
7250.T,2018-10-31,34.31,30.68,2025-06-17
BSMX,2018-10-31,0.2,0.19,2024-11-02
AIT,2018-10-31,1.24,1.12,2025-04-25
YAMHF,2018-10-31,0.21,0.21,2025-10-06
EXK,2018-10-31,-0.04,-0.006,2025-04-25
000150.KS,2018-10-31,186.53,4012.37,2025-07-14
PBFX,2018-10-31,0.42,0.53,2023-12-04
PCRFY,2018-10-31,0.22,0.25,2025-11-25
SGAMF,2018-10-31,0.2404,0.1783,2025-06-17
TPVG,2018-10-31,0.46,0.44,2025-04-25
TAP,2018-10-31,1.84,1.59,2025-04-25
002506.SZ,2018-10-31,-0.02,-0.00739,2025-06-17
4922.T,2018-10-31,154.63,157.4,2025-06-23
TBABF,2018-10-31,2.98,2.85,2025-10-06
GSK.L,2018-10-31,35.5,33.18,2025-06-17
FSKRS.HE,2018-10-31,0.34,0.28,2025-06-17
ASEKY,2018-10-31,0.27,0.29,2025-10-07
AMOT,2018-10-31,0.35,0.24,2024-11-03
ATTRF,2018-10-31,0.02,0.02353,2025-10-06
SSNC,2018-10-31,0.79,0.78,2025-04-23
HFC,2018-10-31,1.98,1.67,2023-12-04
FORM,2018-10-31,0.26,0.23,2025-04-23
CLI,2018-10-31,-0.05,-0.00855,2024-03-13
9531.T,2018-10-31,-23.63,-5.22,2025-06-17
STAA,2018-10-31,0.07,0.02383,2025-11-13
2327.TW,2018-10-31,34.4,36.29,2025-06-17
IART,2018-10-31,0.59,0.59,2025-04-25
KVHI,2018-10-31,0.04,0.035,2025-04-13
EPD,2018-10-31,0.6,0.45,2025-04-25
6080.T,2018-10-31,6.78,28.46,2025-06-17
BHR,2018-10-31,0.34,0.33,2025-04-25
6981.T,2018-10-31,108.35,93.7,2025-09-05
4502.T,2018-10-31,61.71,37.59,2025-06-17
CGECF,2018-10-31,1.43,0.9,2025-06-17
CHDN,2018-10-31,0.27,0.24,2025-04-04
GPL,2018-10-31,-0.02,-0.01588,2023-12-04
MBGCF,2018-10-31,90.61,84.3,2025-06-17
7732.T,2018-10-31,15.61,23.3,2025-09-08
052690.KS,2018-10-31,147.0,221.22,2025-06-17
MZDAY,2018-10-31,0.07,0.02,2025-10-06
BMEXF,2018-10-31,0.75,0.69,2023-12-04
TYTMF,2018-10-31,20.53,4.99,2025-10-06
DSM.AS,2018-10-31,1.18,1.17,2025-06-17
6703.T,2018-10-31,-8.73,-2.65,2025-09-08
HCC,2018-10-31,1.06,1.35,2025-04-25
009150.KS,2018-10-31,3146.0,3084.37,2025-06-17
RED.MC,2018-10-31,0.3,0.34,2025-06-17
MAXR,2018-10-31,0.75,1.08,2024-03-14
010140.KS,2018-10-31,-140.0,-101.43,2025-06-17
KDSKF,2018-10-31,1.34,1.35,2025-10-06
CAMT.TA,2018-10-31,0.592,0.518,2025-10-06
CODI,2018-10-31,0.36,0.54,2025-04-25
TREL-B.ST,2018-10-31,2.98,2.84,2025-06-17
NONOF,2018-10-31,0.57,0.596,2025-06-17
RYDAF,2018-10-31,0.67,0.69,2025-04-25
CSMG3.SA,2018-10-31,1.0,1.26,2025-06-17
YUM,2018-10-31,1.04,0.83,2025-09-05
SHERF,2018-10-31,-0.03,-0.02,2025-10-08
TYRES.HE,2018-10-31,0.48,0.57,2025-06-17
TA.TO,2018-10-31,-0.3,-0.05,2025-06-17
AWK,2018-10-31,1.2,1.16,2025-04-25
CVEO,2018-10-31,-1.08,-0.84,2025-04-25
PHXHF,2018-10-31,0.06,0.01085,2025-06-17
IBIDF,2018-10-31,20.18,16.5,2025-12-29
ISEE,2018-10-31,-0.41,-0.42,2023-12-04
GHC,2018-10-31,13.19,8.65,2025-04-24
MYRG,2018-10-31,0.48,0.54,2025-04-25
ENSG,2018-10-31,0.46,0.45,2025-04-24
BLDP.TO,2018-10-31,-0.03,-0.02,2024-11-18
ASRI.JK,2018-10-31,6.19,2.95,2025-06-17
603986.SS,2018-10-31,0.34,0.39,2025-06-17
SCEYF,2018-10-31,-0.02,0.09,2025-06-17
0JTM.L,2018-10-31,1.41,1.22,2025-04-25
CAMT,2018-10-31,0.16,0.14,2025-04-24
TOASO.IS,2018-10-31,0.62,0.53,2025-06-17
MUSA,2018-10-31,1.38,1.51,2025-04-25
603259.SS,2018-10-31,0.32,-0.21,2025-06-17
EGIE3.SA,2018-10-31,0.58,0.54,2025-06-17
9064.T,2018-10-31,14.93,19.07,2025-09-08
GPLDF,2018-10-31,-0.2,-0.27,2024-11-03
5929.T,2018-10-31,26.97,27.16,2025-09-08
8383.TWO,2018-10-31,0.58,1.13,2025-06-17
6925.T,2018-10-31,9.79,15.9,2025-09-08
AC.TO,2018-10-31,2.03,2.09,2025-06-17
GARO.ST,2018-10-31,2.27,1.86,2025-06-17
7296.T,2018-10-31,69.61,57.8,2025-06-17
9147.T,2018-10-31,134.88,112.77,2025-06-17
TAC,2018-10-31,-0.13,-0.05,2024-11-12
HSC,2018-10-31,0.4,0.36,2023-12-04
K,2018-10-31,1.06,1.06,2025-04-25
UBEOF,2018-10-31,51.67,73.75,2025-10-06
AMSYF,2018-10-31,1.67,1.3,2025-08-27
6592.T,2018-10-31,162.13,82.07,2025-12-29
AMER3.SA,2018-10-31,-0.18,-0.02542,2025-06-17
FSNUF,2018-10-31,0.853,0.91,2025-06-17
WHD,2018-10-31,0.52,0.5,2025-04-25
CBZ,2018-10-31,0.24,0.22,2025-04-25
HBM,2018-10-31,0.09,0.00275,2025-04-25
BEP-UN.TO,2018-10-31,-0.12,-0.0164,2025-06-17
8604.T,2018-10-31,-3.31,10.52,2025-09-08
FRT-PC,2018-10-31,0.82,0.79,2025-04-22
THR,2018-10-31,0.22,0.23,2025-09-09
ACOR,2018-10-31,20.4,18.0,2025-04-25
CRTO,2018-10-31,0.54,0.47,2025-12-04
NEX,2018-10-31,0.22,0.22,2024-11-03
SYDB.CO,2018-10-31,4.4,5.07,2025-06-17
ETR,2018-10-31,1.89,1.42,2025-04-25
EURN,2018-10-31,-0.27,-0.29,2025-06-23
BEP-PA,2018-10-31,-0.18,-0.039,2025-08-27
ROYTL,2018-10-31,0.12,0.03,2023-12-04
PIFMF,2018-10-31,98.0,111.71,2025-06-17
DX,2018-10-31,0.57,0.53,2025-12-04
RGR,2018-10-31,0.52,0.92,2025-04-25
ATH-PC,2018-10-31,1.95,1.74,2025-08-27
MOH,2018-10-31,2.55,1.64,2025-04-25
069260.KS,2018-10-31,810.0,747.29,2025-06-17
DNZOY,2018-10-31,0.1,0.14,2025-11-10
RAIL,2018-10-31,-0.5,-0.29,2025-04-25
BCOR,2018-10-31,-0.09,-0.19,2023-12-04
DACHF,2018-10-31,0.3144,0.2613,2025-10-06
CORR-PA,2018-10-31,0.44,0.47,2024-03-13
KW,2018-10-31,0.52,0.09286,2025-04-24
ENBR3.SA,2018-10-31,0.51,0.27,2025-06-17
HRTG,2018-10-31,0.23,0.09,2025-04-25
CDW,2018-10-31,1.42,1.34,2025-04-25
MIC,2018-10-31,0.28,0.49,2023-12-04
ASMVF,2018-10-31,1.49,2.15,2025-10-06
TAP-A,2018-10-31,1.84,1.59,2025-04-25
CLN.SW,2018-10-31,0.35,0.37,2025-09-09
139130.KS,2018-10-31,466.0,634.64,2025-06-17
CRY,2018-10-31,0.08,0.07,2023-12-04
SUMR,2018-10-31,-0.09,0.05,2024-03-13
CFMS,2018-10-31,3.0,5.0,2024-10-11
ATH-PB,2018-10-31,1.95,1.74,2025-08-27
HOME.MC,2018-10-31,0.05665,0.07,2025-06-17
RAUTE.HE,2018-10-31,1.01,0.68,2025-06-17
INGVF,2018-10-31,0.4437,0.4096,2025-10-06
LPPF.JK,2018-10-31,52.0,56.55,2025-06-17
4768.T,2018-10-31,26.6,25.76,2025-06-17
CODI-PC,2018-10-31,0.44,0.53,2025-04-23
AXTI,2018-10-31,0.1,0.09,2025-03-30
6472.T,2018-10-31,4.21,11.98,2025-06-17
8136.T,2018-10-31,5.3,5.31,2025-09-08
9107.T,2018-10-31,-56.91,-77.4,2025-06-17
SSUMF,2018-10-31,70.44,71.43,2025-10-06
ACEHF,2018-10-31,15.92,14.28,2025-06-17
OMVJF,2018-10-31,1.62,1.3,2025-06-17
018250.KS,2018-10-31,664.0,810.0,2025-06-17
ITCB,2018-10-31,0.19,0.2,2025-10-06
6988.T,2018-10-31,114.63,170.71,2025-09-08
7741.T,2018-10-31,82.53,75.91,2025-09-08
MKKOF,2018-10-31,0.6,0.43,2025-06-17
GCI,2018-10-31,-0.08,0.19,2025-04-23
NLY-PI,2018-10-31,0.3,0.29,2025-04-25
ACAZF,2018-10-31,0.2745,0.1677,2025-06-17
ADP,2018-10-31,1.2,1.11,2025-04-25
AIR.PA,2018-10-31,1.36,1.05,2025-06-17
ZNGA,2018-10-31,0.05,0.037,2023-12-04
IOGPQ,2018-10-31,-0.52,0.79,2023-12-04
600016.SS,2018-10-31,0.29,0.19,2025-06-17
STNG,2018-10-31,-2.1,-2.1,2025-04-25
TGSNF,2018-10-31,0.16,0.37,2025-04-25
ENIA,2018-10-31,0.1,0.07,2024-03-14
CCA.TO,2018-10-31,1.43,1.4,2025-06-17
BHR-PD,2018-10-31,-0.12,-0.19,2025-04-25
4503.T,2018-10-31,25.52,28.8,2025-09-08
S.TO,2018-10-31,-0.03,-0.0225,2025-06-17
AF.PA,2018-10-31,1.51,1.5,2025-06-17
WSTL,2018-10-31,-0.03,0.05,2025-04-24
UE,2018-10-31,0.33,0.32,2025-04-25
TEL,2018-10-31,1.35,1.33,2025-04-25
CLH,2018-10-31,0.59,0.43,2025-04-25
DTNOF,2018-10-31,0.07,0.07,2025-04-25
MRC,2018-10-31,0.2,0.25,2025-04-23
JAPAY,2018-10-31,0.29,0.28,2025-06-17
HES,2018-10-31,0.38,-0.05,2025-08-06
ITDCEM.NS,2018-10-31,1.59,1.17,2025-11-25
BYL.TO,2018-10-31,-0.05,0.06,2025-06-17
BSAC,2018-10-31,0.5,0.5,2025-04-24
ALL-PI,2018-10-31,1.93,2.21,2025-04-25
EQX,2018-10-31,-0.1,-0.04,2025-04-25
GGRM.JK,2018-10-31,1147.0,1257.47,2025-06-17
MASI,2018-10-31,0.71,0.68,2025-04-12
ALL,2018-10-31,1.93,2.21,2025-04-25
ITAUCORP.SN,2018-10-31,0.08,0.09,2024-03-14
AKTIA.HE,2018-10-31,0.29,0.2,2025-06-17
SU,2018-10-31,0.73,0.71,2025-10-06
IO,2018-10-31,-0.52,0.79,2024-03-14
RXL.PA,2018-10-31,0.27,0.27,2025-06-17
SAFT,2018-10-31,1.76,1.35,2025-04-23
DINO,2018-10-31,1.98,1.67,2025-04-25
BZWHF,2018-10-31,-0.18,-0.02542,2025-04-25
DNSKF,2018-10-31,2.7,4.65,2025-10-06
AKAST.OL,2018-10-31,0.08,-0.06,2025-06-17
APTV-PA,2018-10-31,1.24,1.2,2023-12-04
CORR,2018-10-31,0.44,0.97,2024-11-25
ANTM,2018-10-31,3.81,3.7,2023-12-04
ESRT,2018-10-31,0.25,0.24,2025-04-24
STAY,2018-10-31,0.39,0.37,2023-12-04
OIIM,2018-10-31,-0.13,-0.06,2024-03-14
OJIPF,2018-10-31,9.56,16.7,2025-06-17
OVCHF,2018-10-31,0.2175,0.1958,2025-11-25
9672.T,2018-10-31,67.7,47.26,2025-06-17
NLY,2018-10-31,1.2,1.17,2025-12-04
KRG,2018-10-31,0.48,0.48,2025-04-25
AR,2018-10-31,0.23,0.24,2025-04-12
ENIC,2018-10-31,0.1,0.06219,2025-11-10
5727.T,2018-10-31,18.55,9.4,2025-09-08
ALG,2018-10-31,1.75,1.75,2025-04-25
CLZNF,2018-10-31,0.3517,0.37,2025-10-07
BEP,2018-10-31,-0.12,-0.02573,2025-04-24
ACES.JK,2018-10-31,15.92,14.28,2025-06-17
BDC,2018-10-31,1.72,1.71,2025-04-25
BSDE.JK,2018-10-31,9.87,31.97,2025-06-17
000333.SZ,2018-10-31,0.75,0.8,2025-06-17
APTV,2018-10-31,1.24,1.2,2025-04-25
7313.T,2018-10-31,87.88,102.9,2025-06-17
2409.TW,2018-10-31,0.45,0.21,2025-06-17
AMN,2018-10-31,0.84,0.77,2025-04-25
TUSK,2018-10-31,1.54,1.08,2025-04-16
9513.T,2018-10-31,32.4,70.07,2025-06-17
SAN.MC,2018-10-31,0.11,0.12,2025-06-17
GLAXF,2018-10-31,44.38,40.88,2025-10-06
EXL1V.HE,2018-10-31,-0.06747,0.08,2025-06-17
4568.T,2018-10-31,10.32,8.52,2025-09-08
WIN.SW,2018-10-31,0.61,0.12,2025-06-17
SPOG.OL,2018-10-31,2.26,1.81,2025-06-17
APA,2018-10-31,0.63,0.43,2025-04-25
TGB,2018-10-31,0.01,0.02,2025-10-07
TREC,2018-10-31,-0.07,0.11,2023-12-04
BAX,2018-10-31,0.8,0.74,2025-04-25
TKOBF,2018-10-31,10.13,11.0,2025-10-06
6752.T,2018-10-31,24.12,30.67,2025-11-25
MAA,2018-10-31,1.5,1.5,2025-04-25
CMPR,2018-10-31,-0.47,-0.13,2025-04-25
ASMXF,2018-10-31,0.933,1.0,2025-06-17
6473.T,2018-10-31,18.71,40.42,2025-09-08
IGT,2018-10-31,0.31,0.28,2025-08-01
7282.T,2018-10-31,-7.8,51.33,2025-09-08
CIM,2018-10-31,1.8,1.68,2025-04-25
5938.T,2018-10-31,-40.34,22.5,2025-06-17
6902.T,2018-10-31,47.1,85.59,2025-09-08
OMI,2018-10-31,0.32,0.32,2025-10-18
601088.SS,2018-10-31,0.62,0.45,2025-06-17
GRMN,2018-10-31,1.0,0.76,2025-04-24
2282.T,2018-10-31,48.98,81.41,2025-09-08
CPLP,2018-10-31,0.21,0.28,2025-04-10
KLBF.JK,2018-10-31,12.55,12.82,2025-06-17
CDE,2018-10-31,-0.11,-0.09,2025-04-02
QTGPF,2018-10-31,-0.05688,-0.07964,2025-06-17
APO,2018-10-31,0.83,0.92,2025-04-25
NNRHF,2018-10-31,0.06605,0.07,2025-10-06
FRT,2018-10-31,1.58,1.55,2025-04-24
5471.T,2018-10-31,119.6,135.55,2025-06-17
1942.T,2018-10-31,24.68,23.5,2025-06-17
PHX.TO,2018-10-31,0.06,0.01072,2025-06-17
GWO.TO,2018-10-31,0.75,0.75,2025-06-17
KYCCF,2018-10-31,2.12,2.31,2025-06-17
1988.HK,2018-10-31,0.29,0.23,2025-06-17
OMV.VI,2018-10-31,1.39,1.38,2025-06-17
SOAG.OL,2018-10-31,6.52,5.86,2025-06-17
WTI,2018-10-31,0.3,0.24,2025-04-25
ARMX.AE,2018-10-31,0.08,0.07,2025-06-17
9504.T,2018-10-31,22.86,21.83,2025-06-17
MOL.BD,2018-10-31,129.0,128.62,2025-06-17
MITUF,2018-10-31,92.01,88.53,2025-12-29
CGAU,2018-10-31,0.05,0.06,2025-04-25
CF,2018-10-31,0.13,0.14,2025-04-25
AEE,2018-10-31,1.5,1.31,2025-04-24
2454.TW,2018-10-31,4.38,3.68,2025-06-17
WEC,2018-10-31,0.74,0.71,2025-04-25
ECOR3.SA,2018-10-31,0.17,0.2,2025-06-17
CIM-PD,2018-10-31,0.6,0.58,2025-04-25
WMB,2018-10-31,0.24,0.18,2025-04-25
LSI,2018-10-31,0.59,0.58,2023-12-04
PITPF,2018-10-31,71.33,89.21,2025-06-17
O,2018-10-31,0.34,0.33,2025-12-15
NEXA,2018-10-31,0.06,0.07,2025-04-25
4915.TW,2018-10-31,1.49,1.34,2025-06-17
6762.T,2018-10-31,197.01,209.65,2025-06-17
CVE,2018-10-31,-0.15,0.17,2024-11-18
1944.T,2018-10-31,27.73,24.4,2025-06-17
9766.T,2018-10-31,65.98,64.01,2025-11-25
OMF,2018-10-31,1.31,1.28,2025-10-17
067160.KQ,2018-10-31,603.0,482.0,2025-06-17
BKCC,2018-10-31,0.18,0.18,2025-04-04
NXPI,2018-10-31,2.01,1.92,2025-04-25
9104.T,2018-10-31,61.95,60.14,2025-06-17
ICBP.JK,2018-10-31,103.0,96.73,2025-06-17
CG.TO,2018-10-31,0.05,0.04082,2025-06-17
TS,2018-10-31,0.42,0.32,2025-04-24
2412.TW,2018-10-31,1.1,1.25,2025-06-17
2914.T,2018-10-31,65.09,56.96,2025-06-17
MAC,2018-10-31,0.99,1.0,2025-04-25
005930.KS,2018-10-31,1909.0,1906.9,2025-06-17
FI,2018-10-31,0.75,0.77,2025-04-25
034020.KS,2018-10-31,-135.47,297.26,2025-06-17
RYN,2018-10-31,0.18,0.06,2025-04-25
IFS,2018-10-31,2.84,3.04,2025-10-06
CACI,2018-10-31,3.1,2.04,2025-03-24
QRVO,2018-10-31,1.75,1.62,2025-04-25
AORT,2018-10-31,0.08,0.07,2025-04-24
LFUS,2018-10-31,2.49,2.4,2025-04-25
HXGBY,2018-10-31,0.49,0.49,2025-06-17
BG,2018-10-31,2.52,2.39,2025-04-25
MTLHF,2018-10-31,43.73,33.65,2025-06-17
HOFJF,2018-10-31,27.74,21.3,2025-10-06
036200.KQ,2018-10-31,172.0,178.03,2025-06-17
3092.T,2018-10-31,7.0,16.32,2025-09-08
CVE.TO,2018-10-31,-0.03,0.21,2025-06-17
RGLD,2018-10-31,0.23,0.37,2025-08-12
GM,2018-10-31,1.87,1.25,2025-04-25
REPYY,2018-10-31,0.42,0.44,2025-10-06
OUKPF,2018-10-31,0.06826,0.0493,2025-06-17
FOXF,2018-10-31,0.72,0.66,2025-04-25
LQDA,2018-10-31,-0.83,-0.57,2025-04-12
9508.T,2018-10-31,58.87,78.47,2025-09-08
5904.TWO,2018-10-31,4.91,4.82,2025-06-17
7261.T,2018-10-31,5.94,30.62,2025-08-12
LPG,2018-10-31,-0.17,-0.14,2025-11-04
WSR,2018-10-31,0.29,0.3,2025-04-24
BKEPP,2018-10-31,-0.09,-0.01125,2024-03-14
NLLSF,2018-10-31,-0.06,-0.05,2025-06-17
AFLYY,2018-10-31,1.76,1.58,2025-06-17
ICE,2018-10-31,0.85,0.8,2025-04-25
4689.T,2018-10-31,4.12,5.47,2025-09-08
SANB11.SA,2018-10-31,0.83,0.8,2025-06-17
MUX,2018-10-31,-0.4,-0.2,2025-04-25
PKI,2018-10-31,0.9,0.92,2023-12-04
SAIA,2018-10-31,1.07,1.04,2025-03-24
OLVAS.HE,2018-10-31,0.77,0.73,2025-06-17
GSK,2018-10-31,1.16,1.08,2025-11-10
267250.KS,2018-10-31,17801.0,14794.5,2025-06-17
BSMXB.MX,2018-10-31,0.75,0.69,2023-12-04
TYL,2018-10-31,1.23,1.23,2025-04-25
AKSJF,2018-10-31,10.6,9.6,2023-12-04
TMHC,2018-10-31,0.83,0.64,2025-04-23
PPC,2018-10-31,0.21,0.55,2025-04-24
SHLE.TO,2018-10-31,-0.24,1.04,2025-06-17
RDN,2018-10-31,0.71,0.63,2025-04-25
9715.T,2018-10-31,119.93,16.9,2025-09-08
LXFR,2018-10-31,0.53,0.31,2025-04-23
BSBR,2018-10-31,0.21,0.2,2025-12-09
8035.T,2018-10-31,485.05,444.72,2025-09-08
6268.T,2018-10-31,43.3,48.6,2025-06-17
MAA-PI,2018-10-31,0.46,0.47,2025-04-25
3715.TW,2018-10-31,0.00977,0.06,2025-06-17
EQX.TO,2018-10-31,-0.1,-0.04,2025-06-17
THG,2018-10-31,1.87,1.85,2025-04-25
QUAD,2018-10-31,0.45,0.48,2025-04-24
AM,2018-10-31,0.09,0.13,2025-04-25
3116.T,2018-10-31,31.75,56.66,2025-09-08
DIN,2018-10-31,1.53,1.52,2025-04-25
SMGR.JK,2018-10-31,188.0,65.58,2025-06-17
4090.SR,2018-10-31,0.4,0.37,2025-06-17
6561.TWO,2018-10-31,1.76,1.69,2025-06-17
MDU,2018-10-31,0.55,0.54,2025-04-25
7259.T,2018-10-31,90.68,105.05,2025-11-10
BLDP,2018-10-31,-0.03,-0.016,2025-04-11
CSGKF,2018-10-31,0.22,0.19,2023-12-04
9509.T,2018-10-31,0.92,-13.23,2025-06-17
DBD,2018-10-31,-0.61,-0.09,2025-04-25
SPR,2018-10-31,1.7,1.64,2025-04-18
6516.T,2018-10-31,134.72,147.8,2025-06-17
2206.T,2018-10-31,76.01,88.42,2025-06-17
PEAK,2018-10-31,0.21,0.11,2024-05-13
CSV,2018-10-31,0.14,0.22,2025-04-25
9505.T,2018-10-31,16.04,19.8,2025-06-17
MTDR,2018-10-31,0.48,0.37,2025-04-24
SU.TO,2018-10-31,0.96,0.95,2025-06-17
TOPCF,2018-10-31,0.1382,0.2115,2025-06-17
MFNC,2018-10-31,0.31,0.29,2023-12-04
SAN.PA,2018-10-31,1.84,1.71,2025-06-17
NTLA,2018-10-31,-0.53,-0.48,2025-04-13
CG,2018-10-31,0.25,0.5,2025-04-25
CGO.TO,2018-10-31,1.87,1.18,2025-06-17
QNNS.QA,2018-10-31,0.09,0.09,2025-06-17
APO-PB,2018-10-31,0.83,0.92,2023-12-04
JOE,2018-10-31,0.09,0.05,2025-04-23
MAXR.TO,2018-10-31,0.75,1.05,2025-06-17
HGV,2018-10-31,0.42,0.45,2025-04-23
MLAB,2018-10-31,0.98,1.78,2025-04-25
KFRC,2018-10-31,0.64,0.66,2025-04-25
BSANTANDER.SN,2018-10-31,0.69,0.84,2025-06-17
DX-PC,2018-10-31,0.57,0.53,2025-12-18
CLX,2018-10-31,1.62,1.58,2025-04-25
8920.T,2018-10-31,29.73,34.57,2025-06-17
MTLS,2018-10-31,0.04,0.01,2024-11-27
ARCC,2018-10-31,0.45,0.4,2025-04-25
INVA,2018-10-31,0.43,0.49,2025-04-22
AROC,2018-10-31,0.08,0.06,2025-04-23
9201.T,2018-10-31,159.99,154.06,2025-09-08
AKKVF,2018-10-31,0.08,-0.06,2025-06-17
6201.T,2018-10-31,67.54,74.44,2025-06-17
