symbol,date,epsActual,epsEstimated,lastUpdated
COGN3.SA,2019-11-13,0.08,0.16,2025-06-17
CPA,2019-11-13,2.45,2.23,2025-04-25
5607.TW,2019-11-13,2.2,0.4,2025-06-17
CNPRF,2019-11-13,-0.05,-0.02,2025-06-17
2481.TW,2019-11-13,0.31,0.57,2025-06-17
EUR.WA,2019-11-13,0.16,0.34,2025-06-17
2355.TW,2019-11-13,0.79,0.67,2025-06-17
HH.CO,2019-11-13,5.4,4.63,2025-06-17
YAMHF,2019-11-13,0.22,0.19,2025-10-06
6098.T,2019-11-13,32.82,28.84,2025-09-08
1565.TWO,2019-11-13,5.49,6.98,2025-06-17
CODX,2019-11-13,-0.1,-0.08,2025-09-09
3813.HK,2019-11-13,0.03,0.02647,2025-06-17
TSEM,2019-11-13,0.25,0.24,2025-09-05
7272.T,2019-11-13,67.06,55.2,2025-06-17
9939.TW,2019-11-13,1.6,1.59,2025-06-17
VIPS,2019-11-13,0.25,0.18,2025-10-03
5483.TWO,2019-11-13,2.76,2.75,2025-06-17
214150.KQ,2019-11-13,149.0,87.0,2025-06-17
ENSV,2019-11-13,-1.5,-0.06,2025-09-09
GMDA,2019-11-13,-0.3,-0.37,2024-04-30
2002.TW,2019-11-13,0.14,0.11,2025-06-17
ENR,2019-11-13,0.93,0.81,2025-04-24
TDHOF,2019-11-13,34.17,27.49,2025-10-06
FRU.TO,2019-11-13,0.02,0.02333,2025-06-17
SLGG,2019-11-13,0.43,0.44,2024-10-11
ECOR,2019-11-13,-5.4,-4.65,2025-04-25
6740.T,2019-11-13,-30.02,-9.48,2025-09-08
RAIFF,2019-11-13,0.88,1.01,2025-10-06
HROW,2019-11-13,-0.45,-0.44,2025-04-25
6147.TWO,2019-11-13,1.81,1.76,2025-06-17
YLDGF,2019-11-13,0.03,0.27,2025-11-24
BEAUTY.BK,2019-11-13,0.02,0.02,2025-06-17
NDRA,2019-11-13,-16083.92,-6643.36,2025-09-09
OERCF,2019-11-13,0.31,0.37,2025-04-25
SNDL,2019-11-13,-8.0,-0.8,2025-06-17
015760.KS,2019-11-13,347.0,1418.37,2025-06-17
2428.TW,2019-11-13,2.55,2.26,2025-06-17
6502.T,2019-11-13,-9.97,20.91,2025-09-10
2228.TW,2019-11-13,2.22,2.11,2025-06-17
KBCSF,2019-11-13,1.59,1.59,2025-10-06
ALNA,2019-11-13,-0.57,-0.49,2023-12-04
6160.HK,2019-11-13,-0.39,-0.37,2025-10-06
SLNO,2019-11-13,-2.85,-2.55,2025-08-27
VBX.F,2019-11-13,-0.45485,-0.21,2025-06-17
KMDA,2019-11-13,0.14,0.07,2025-04-25
3455.TWO,2019-11-13,1.56,2.1,2025-06-17
9435.T,2019-11-13,339.39,236.27,2025-06-17
LTMAQ,2019-11-13,0.14,0.14,2023-12-04
2314.TW,2019-11-13,-0.09924,0.4516,2025-06-17
BLNK,2019-11-13,-0.1,-0.09,2025-04-22
PING,2019-11-13,0.13,0.01,2023-12-04
TBIG.JK,2019-11-13,11.02,9.57,2025-06-17
DCBO.TO,2019-11-13,-0.16,-0.09,2025-06-17
PTN,2019-11-13,-0.5,-0.5,2025-04-13
HI,2019-11-13,0.76,0.74,2025-04-25
NTCO3.SA,2019-11-13,0.07,0.17,2025-06-17
GOOS,2019-11-13,0.43,0.35,2025-10-07
LTM.SN,2019-11-13,0.14,0.11,2025-10-06
FTEK,2019-11-13,-0.04,-0.024,2025-04-25
5469.TW,2019-11-13,2.93,2.68,2025-06-17
LGO.TO,2019-11-13,-0.2,0.06,2025-06-17
4246.T,2019-11-13,23.49,31.63,2025-06-17
ALNAQ,2019-11-13,-0.57,-0.49,2023-12-04
THQQF,2019-11-13,0.11,0.17,2025-11-25
8482.TW,2019-11-13,1.7,1.72,2025-06-17
MTNB,2019-11-13,-1.5,-1.5,2025-04-24
KSFTF,2019-11-13,0.03,-0.1,2025-10-06
101160.KQ,2019-11-13,323.0,371.4,2025-06-17
IDXG,2019-11-13,-1.9,-5.5,2025-08-27
SLCJF,2019-11-13,-0.43,0.14,2025-04-25
9914.TW,2019-11-13,2.88,2.57,2025-06-17
ELDN,2019-11-13,-3.96,-7.29,2025-04-25
NNGPF,2019-11-13,0.91,1.21,2025-10-06
BZTAF,2019-11-13,-0.39,-0.39,2025-06-17
ARDS,2019-11-13,-0.87,-0.86,2025-04-25
MZHOF,2019-11-13,0.4544,0.4976,2025-10-06
RDI,2019-11-13,0.04,0.12,2025-09-05
NNND.VI,2019-11-13,2.55,2.65,2025-10-06
088350.KS,2019-11-13,55.0,53.13,2025-06-17
GGAL,2019-11-13,1.65,1.0,2025-10-06
BIOC,2019-11-13,-75.08,-2.7,2025-04-25
3865.T,2019-11-13,8.75,7.9,2025-06-17
WTER,2019-11-13,-1.05,-0.6,2025-12-23
CRWS,2019-11-13,0.18,0.18,2025-04-25
SHLF.OL,2019-11-13,-0.23,-0.29,2025-06-17
NCNA,2019-11-13,-750.0,-1300.0,2025-09-09
SMTS,2019-11-13,0.01,0.04,2024-03-14
SMTSF,2019-11-13,0.01078,0.08,2025-04-16
TAEE11.SA,2019-11-13,1.04,0.58,2025-06-17
MALJF,2019-11-13,0.2039,0.2341,2025-06-17
NATU3.SA,2019-11-13,0.07,0.17,2025-06-17
TGP,2019-11-13,0.55,0.49,2023-12-04
AGRO,2019-11-13,0.26,0.00929,2024-12-02
8316.T,2019-11-13,157.6,124.26,2025-09-09
8112.TW,2019-11-13,1.06,1.02,2025-09-09
LNF.TO,2019-11-13,0.4,0.41,2025-06-17
EYEN,2019-11-13,-23.2,-28.8,2025-09-09
CPLE6.SA,2019-11-13,0.21,0.09,2025-06-17
5306.TW,2019-11-13,2.18,1.9,2025-06-17
3583.TW,2019-11-13,1.14,1.42,2025-06-17
ROYUF,2019-11-13,7.9,7.15,2025-10-06
FRII.TO,2019-11-13,-0.02274,-0.01137,2025-09-09
USA.TO,2019-11-13,-0.14364,-0.02,2025-06-17
4147.TWO,2019-11-13,-1.28,-0.25,2025-06-17
LBLCF,2019-11-13,1.25,1.24,2025-10-06
SJWD.BK,2019-11-13,0.07,0.12,2025-06-17
OSW,2019-11-13,0.11,0.11,2025-04-25
3923.T,2019-11-13,0.55,0.34,2025-06-17
MDGEF,2019-11-13,-0.25454,-0.51763,2025-06-17
6510.TWO,2019-11-13,7.54,6.65,2025-06-17
CHNG,2019-11-13,0.27,0.27,2023-12-04
2345.TW,2019-11-13,3.08,2.48,2025-06-17
DMAC,2019-11-13,-0.2,-0.19,2025-04-25
4540.TW,2019-11-13,-0.28,0.31,2025-06-17
SBO.OL,2019-11-13,1.97,1.6,2025-06-17
SCIB.ST,2019-11-13,-0.36,-0.36,2025-06-17
PRPO,2019-11-13,-6.2,-0.39,2025-04-16
ACER,2019-11-13,-0.52,-0.55,2024-03-14
LTMAY,2019-11-13,0.14,0.14,2025-04-16
6449.TW,2019-11-13,0.73,0.86,2025-06-17
243070.KQ,2019-11-13,990.08,1058.68,2025-06-17
BYD.TO,2019-11-13,1.1,1.2,2025-06-17
HOLI,2019-11-13,0.49,0.48,2025-09-16
6462.TWO,2019-11-13,4.19,3.84,2025-06-17
SEDANA.ST,2019-11-13,-0.06,-0.07,2025-06-17
CWEB.TO,2019-11-13,-0.01647,0.05,2025-06-17
SA,2019-11-13,-0.03,-0.02909,2025-06-17
2382.TW,2019-11-13,1.12,1.07,2025-06-17
BRKM5.SA,2019-11-13,-1.11,-0.47,2025-06-17
2029.TW,2019-11-13,-0.04,0.18,2025-06-17
TNISF,2019-11-13,0.19,0.23,2025-10-06
ACST.V,2019-11-13,-2.72,-0.72,2025-11-25
PSNL,2019-11-13,-0.22,-0.25,2025-04-19
8303.T,2019-11-13,66.15,63.27,2025-09-10
017960.KS,2019-11-13,73.0,-67.76,2025-06-17
ASND.TO,2019-11-13,-0.07,-0.014,2025-06-17
001450.KS,2019-11-13,951.0,948.2,2025-06-17
241590.KS,2019-11-13,293.0,233.0,2025-06-17
IDKOF,2019-11-13,31.04,24.2,2025-10-06
CYCC,2019-11-13,-32.98,-50.97,2025-04-25
8049.TWO,2019-11-13,0.56,0.68,2025-06-17
6481.T,2019-11-13,-4.44,20.53,2025-06-17
5471.TW,2019-11-13,0.53,0.49,2025-06-17
TF.TO,2019-11-13,0.17,0.17,2025-06-17
EDAP,2019-11-13,0.03,0.04,2025-06-17
CYD,2019-11-13,0.17,0.45,2025-10-06
HAPV3.SA,2019-11-13,0.06,0.06,2025-06-17
6414.TW,2019-11-13,3.11,3.82,2025-06-17
DN.TO,2019-11-13,-0.02,-0.06,2025-06-17
CMCM,2019-11-13,2.4,0.691,2025-06-17
3056.TW,2019-11-13,2.25,0.97,2025-06-17
2748.TW,2019-11-13,0.09,0.5,2025-06-17
L.TO,2019-11-13,1.25,1.24,2025-06-17
9905.TW,2019-11-13,0.56,0.45,2025-06-17
TGBMF,2019-11-13,1.09,0.95,2025-10-06
NTAP,2019-11-13,1.09,0.94,2025-11-25
HCG.TO,2019-11-13,0.67,0.56,2025-06-17
CWBHF,2019-11-13,-0.01238,0.05,2025-04-24
ITDCEM.NS,2019-11-13,1.26,1.2,2025-11-25
8306.T,2019-11-13,16.94,15.44,2025-06-17
GRTS,2019-11-12,-0.77,-0.68,2025-04-25
MHLD,2019-11-12,0.48,0.17,2025-04-25
CLDX,2019-11-12,-0.75,-0.84,2025-04-25
CLMT,2019-11-12,0.09,0.06,2025-04-24
NFI.TO,2019-11-12,0.24,0.45,2025-06-17
HSDT,2019-11-12,-384.62,-384.62,2025-04-24
6697.T,2019-11-12,0.09,0.06,2025-06-17
INGXF,2019-11-12,0.09,0.09,2025-06-17
COHR,2019-11-12,0.57,0.6,2025-11-25
BDSI,2019-11-12,0.00337,0.00168,2025-02-27
CYCN,2019-11-12,-20.0,-1.3,2025-04-24
MRUS,2019-11-12,-0.35,-0.49,2025-10-06
7780.T,2019-11-12,24.61,15.9,2025-06-17
ELMD,2019-11-12,0.12,0.01,2025-04-17
SCYX,2019-11-12,-2.1,-2.2,2025-04-05
1240.TWO,2019-11-12,0.83,0.93,2025-06-17
CELP,2019-11-12,0.26,0.24,2024-02-26
SRRK,2019-11-12,-0.55,-0.31,2025-04-24
GOSS,2019-11-12,-0.8,-0.71,2025-04-25
CLRB,2019-11-12,-4.2,-3.8,2025-04-25
CDZI,2019-11-12,-0.28,-0.2,2025-04-25
MMX.TO,2019-11-12,0.02,0.032,2025-06-17
AGTC,2019-11-12,-0.64,-0.6,2023-12-04
2324.TW,2019-11-12,0.41,0.47,2025-06-17
HTGM,2019-11-12,-27.0,-25.2,2023-12-04
STOK,2019-11-12,-0.26,-0.29,2025-04-21
SOTDF,2019-11-12,0.75,0.79,2025-08-27
EUSHF,2019-11-12,0.16,0.34,2025-06-17
2352.TW,2019-11-12,0.51,0.59,2025-06-17
AEIS,2019-11-12,0.54,0.37,2025-04-25
WORK.BK,2019-11-12,0.1,0.38,2025-06-17
FOE,2019-11-12,0.35,0.29,2023-12-04
NOG,2019-11-12,0.9,1.1,2025-04-25
AMBFF,2019-11-12,-0.05449,-0.21356,2025-06-17
SYRS,2019-11-12,-4.7,-4.8,2025-06-23
CLRD,2019-11-12,-9.27,-7.76,2025-08-27
6425.T,2019-11-12,41.76,23.83,2025-06-17
4536.TW,2019-11-12,2.78,3.13,2025-06-17
FURY,2019-11-12,-0.07,-0.04199,2025-06-17
TSN,2019-11-12,1.21,1.29,2025-04-25
1231.TW,2019-11-12,0.47,0.681,2025-06-17
1722.TW,2019-11-12,0.48,0.63,2025-06-17
INFN,2019-11-12,-0.17,-0.17,2025-05-05
DWHHF,2019-11-12,0.37,0.38,2025-10-06
AXLA,2019-11-12,-18.75,-19.5,2024-09-17
4506.TWO,2019-11-12,0.88,0.92,2025-06-17
BCEL,2019-11-12,-0.5,-0.68,2025-03-09
HUYA,2019-11-12,0.12,0.1,2025-06-17
BOMN,2019-11-12,0.03,-0.1,2023-12-04
SNES,2019-11-12,-4321.73,-36.0,2025-09-09
IFNNY,2019-11-12,0.21,0.22,2025-11-10
NOHO.HE,2019-11-12,1.91,2.4,2025-06-17
NFYEF,2019-11-12,0.24,0.45,2025-04-24
PSN,2019-11-12,0.57,0.21,2025-04-25
SE,2019-11-12,-0.34,-0.61,2025-04-25
RLGT,2019-11-12,0.13,0.12,2025-11-10
ABST.TO,2019-11-12,0.08,0.05,2025-06-17
AVEO,2019-11-12,1.0,0.07,2023-12-04
SNGX,2019-11-12,-33.58,-28.79,2025-04-22
FWONA,2019-11-12,0.18,0.15,2025-04-25
SCON,2019-11-12,-16.23,-13.58,2024-03-13
115160.KQ,2019-11-12,149.45,145.0,2025-06-17
ADPPF,2019-11-12,1.59,0.32,2025-06-17
BFLBY,2019-11-12,0.42,0.39,2025-06-17
ADES,2019-11-12,0.21,0.8,2025-09-09
MYOV,2019-11-12,-0.79,-0.72,2023-12-04
PRY.MI,2019-11-12,0.36,0.49,2025-06-17
6324.T,2019-11-12,-1.06,-1.04,2025-06-17
OSTK,2019-11-12,-0.89,-0.62,2025-03-05
7240.T,2019-11-12,28.98,18.5,2025-06-17
145020.KQ,2019-11-12,799.0,983.32,2025-06-17
RPHCF,2019-11-12,44.61,26.32,2025-10-06
ROK,2019-11-12,2.01,1.92,2025-04-25
SDC,2019-11-12,-0.89,-0.99,2024-11-25
HKTGF,2019-11-12,339.39,236.27,2025-10-03
TOA.BK,2019-11-12,0.27,0.28,2025-06-17
HRTX,2019-11-12,-0.42,-0.6,2025-04-25
004170.KS,2019-11-12,3417.0,3672.73,2025-06-17
AWDR.OL,2019-11-12,-0.02,-0.01286,2025-06-17
BOXL,2019-11-12,-1.2,-0.4,2025-12-23
MRPRF,2019-11-12,0.1213,0.1875,2025-06-17
NTEC,2019-11-12,-48.8,-17.4,2024-03-14
SWTX,2019-11-12,-1.77426,-0.47,2025-08-06
SCPH,2019-11-12,-0.33,-0.43,2025-04-25
MTSI,2019-11-12,0.01,0.00408,2025-04-25
HTHT,2019-11-12,0.2,0.25,2025-10-07
CATX,2019-11-12,-0.01211,-0.00807,2025-08-13
TI.TO,2019-11-12,-0.02,-0.02,2025-09-09
CHMI,2019-11-12,0.41,0.44,2025-04-25
4164.TW,2019-11-12,0.93,0.86,2025-06-17
6666.TW,2019-11-12,2.05,3.11,2025-06-17
LAC.TO,2019-11-12,-0.02,-0.08,2025-06-17
MGAWF,2019-11-12,0.14,0.14,2025-06-17
RUN,2019-11-12,0.23,0.15,2025-04-25
FUJIY,2019-11-12,0.18,0.2,2025-11-25
LJPC,2019-11-12,-1.08,-1.08,2024-03-14
YUEIF,2019-11-12,0.04,0.04513,2025-08-27
MSMKF,2019-11-12,62.68,81.41,2025-10-06
SMPFF,2019-11-12,0.78,0.84,2025-10-03
LPCN,2019-11-12,-2.04,-3.91,2025-04-25
MFEB.MI,2019-11-12,-0.01892,-0.00757,2025-06-17
2347.TW,2019-11-12,0.97,1.0,2025-06-17
ONC.TO,2019-11-12,-0.15,-0.22,2025-06-17
GSAT,2019-11-12,-0.3,-0.3,2025-04-25
LABS.TO,2019-11-12,0.02,0.03,2025-06-17
QH.BK,2019-11-12,0.07,0.08,2025-06-17
ADT,2019-11-12,-0.02,0.21,2025-04-25
SLDB,2019-11-12,-10.04,-9.45,2025-04-12
ARMP,2019-11-12,-0.73,-0.38,2025-04-25
6683.TWO,2019-11-12,2.47,1.89,2025-06-17
PAMP.BA,2019-11-12,4.6,-7.24,2025-10-06
CVET,2019-11-12,0.17,0.07,2023-12-04
MRKR,2019-11-12,-1.2,-1.3,2025-08-27
MALLPLAZA.SN,2019-11-12,15.1,16.36,2025-06-17
EEZY.HE,2019-11-12,0.18,0.18,2025-06-17
4901.T,2019-11-12,113.56,95.22,2025-11-25
4107.TWO,2019-11-12,1.65,1.78,2025-06-17
STORY-B.ST,2019-11-12,-1.37,-1.15,2025-06-17
036460.KS,2019-11-12,-2601.0,-2079.12,2025-06-17
CALA,2019-11-12,-7.6,-9.8,2024-11-03
ALSO3.SA,2019-11-12,-0.37,0.27,2025-06-17
KIN,2019-11-12,-0.39,-0.37,2023-12-04
GLFGF,2019-11-12,-0.11545,-0.19,2025-04-25
CPALL.BK,2019-11-12,0.6,0.51,2025-06-17
IWSY,2019-11-12,-0.04,0.03,2025-02-14
CRON,2019-11-12,-0.02,-0.00045,2025-10-06
ADPT,2019-11-12,-0.11,-0.17,2025-04-25
8478.TW,2019-11-12,-1.76,-1.7,2025-06-17
POLA,2019-11-12,0.00476,,2025-08-27
SMFNF,2019-11-12,1.45,1.14,2025-10-06
URGN,2019-11-12,-1.06,-1.26,2025-03-24
MRETF,2019-11-12,0.4002,0.3927,2025-06-17
1436.TW,2019-11-12,-0.23,0.61,2025-06-17
SRNEQ,2019-11-12,-0.5,-0.43,2024-04-30
HRTH,2019-11-12,-0.97,-0.33,2023-12-04
STBP3.SA,2019-11-12,0.01152,0.01536,2025-06-17
CRON.TO,2019-11-12,2.13,0.04041,2025-06-17
EBIX,2019-11-12,1.03,1.09,2024-03-25
AQMS,2019-11-12,-40.0,-32.0,2025-08-27
HHULF,2019-11-12,0.4,0.34,2025-04-12
TIMCF,2019-11-12,-0.02,-0.02,2025-09-09
CLNE,2019-11-12,-0.02,-0.0175,2025-04-24
CRNX,2019-11-12,-0.6,-0.54,2025-04-25
SWKS,2019-11-12,1.52,1.5,2025-04-25
BJC.BK,2019-11-12,0.44,0.48,2025-06-17
LCTX.TA,2019-11-12,-0.12,-0.05,2025-06-17
1909.TW,2019-11-12,-0.07,0.19,2025-06-17
SALM,2019-11-12,-0.02,-0.00027,2025-04-25
SSTI,2019-11-12,0.04,0.02667,2025-04-23
3769.T,2019-11-12,13.8,17.65,2025-06-17
PRRWF,2019-11-12,0.22,0.23,2025-06-17
NBRV,2019-11-12,-60.0,-70.0,2024-03-14
IFS,2019-11-12,0.88,0.88,2025-10-06
EMBJ,2019-11-12,-0.26,-0.18,2025-10-06
CWBU.SI,2019-11-12,0.04,0.05,2025-06-17
OMER,2019-11-12,-0.2,-0.38,2025-08-27
5007.TW,2019-11-12,0.73,0.6,2025-06-17
CTOS,2019-11-12,-0.27,-0.03203,2025-04-24
GTT,2019-11-12,-0.46,-0.21,2023-12-04
EQTL3.SA,2019-11-12,0.54,0.26,2025-06-17
HOOK,2019-11-12,-4.5,-6.6,2025-04-25
AKRO,2019-11-12,-0.56,-0.43,2025-04-24
MBII,2019-11-12,-0.14,-0.05,2023-12-04
ALV.V,2019-11-12,-0.06,-0.03,2025-06-17
CRTX,2019-11-12,-0.37,-0.37,2023-12-04
2108.TW,2019-11-12,0.55,0.69,2025-06-17
3405.T,2019-11-12,17.7,20.88,2025-06-17
STSA,2019-11-12,-2.26,-1.01,2023-12-04
ALLK,2019-11-12,-0.47,-0.45,2025-04-25
9449.T,2019-11-12,22.74,9.65,2025-06-17
2049.TW,2019-11-12,1.17,2.7,2025-06-17
3141.TWO,2019-11-12,0.35,0.49,2025-06-17
1710.TW,2019-11-12,0.06,0.16,2025-06-17
OPESF,2019-11-12,0.06,-0.02,2025-09-09
5243.TW,2019-11-12,0.86,0.78,2025-06-17
CDXC,2019-11-12,-0.08,-0.12,2025-08-14
S58.SI,2019-11-12,0.05,0.05,2025-06-17
ADMP,2019-11-12,7.69,4.2,2024-11-07
FBIOP,2019-11-12,-0.22,-0.3,2025-08-27
DRM.TO,2019-11-12,0.5,0.31,2025-06-17
RETA,2019-11-12,1.32,1.25,2024-03-14
IPHYF,2019-11-12,0.23,-0.08,2025-06-17
LCTX,2019-11-12,-0.04,-0.05,2025-04-25
TLRY.TO,2019-11-12,-0.36,-0.29,2025-06-17
EMMA,2019-11-12,-0.6,-0.84,2025-09-09
MDF.TO,2019-11-12,0.11,0.11,2025-09-10
FBIO,2019-11-12,-6.6,-4.95,2025-04-25
2105.TW,2019-11-12,0.09,0.41,2025-06-17
RIOT,2019-11-12,-0.08,-0.11,2025-04-24
PRTK,2019-11-12,1.0,1.06,2024-03-14
PHIO,2019-11-12,-474.96,-474.96,2025-08-27
CWCO,2019-11-12,0.11,0.16,2025-04-22
PARA,2019-11-12,0.95,0.92,2025-04-25
TKN.BK,2019-11-12,0.05,0.07,2025-06-17
TGTX,2019-11-12,-0.67,-0.36,2025-04-25
IIVI,2019-11-12,0.57,0.6,2023-12-04
GEVO,2019-11-12,-0.66,-0.55,2025-04-24
SKLKF,2019-11-12,66.15,63.27,2025-09-10
SAGE,2019-11-12,-3.48,-3.41,2025-08-06
INE.TO,2019-11-12,0.09,0.09,2025-06-17
CENTEL.BK,2019-11-12,0.16,0.31,2025-06-17
CSIQ,2019-11-12,0.66,0.88,2025-04-25
CTLP,2019-11-12,-0.14,-0.03,2025-09-09
APTX,2019-11-12,-0.44,-0.46,2024-09-15
SILV,2019-11-12,-0.02,-0.02,2025-11-10
LSXMA,2019-11-12,0.44,0.57,2025-09-09
MTEM,2019-11-12,-6.45,-3.6,2025-04-25
QNCX,2019-11-12,-0.37,-0.37,2025-04-25
CHRA,2019-11-12,-1.0,-0.5,2024-09-30
BPMP,2019-11-12,0.43,0.36,2025-03-11
HALO,2019-11-12,-0.17,-0.12,2025-04-24
DZSI,2019-11-12,-0.06,-0.02,2025-04-25
4958.TW,2019-11-12,3.8,3.7,2025-06-17
COCP,2019-11-12,-0.72,-0.96,2025-09-09
CCL-B.TO,2019-11-12,0.72,0.71,2025-06-17
CASI,2019-11-12,-1.0,-1.1,2025-04-24
BLFS,2019-11-12,0.01,-0.00778,2025-04-12
036580.KS,2019-11-12,21.0,412.0,2025-06-17
BBQ,2019-11-12,0.02,0.005,2024-12-13
1301.TW,2019-11-12,2.63,2.27,2025-06-17
ESTA,2019-11-12,-0.62,-0.5,2025-10-22
ONCY,2019-11-12,-0.12,-0.19,2025-06-17
5233.T,2019-11-12,86.51,67.1,2025-06-17
HCAT,2019-11-12,-0.27,-0.37,2025-04-25
STAF,2019-11-12,-12.0,18.0,2025-08-27
MYO,2019-11-12,-4.8,-4.8,2025-04-24
8830.T,2019-11-12,78.9,66.89,2025-12-29
HZN,2019-11-12,-1.33,0.09,2023-12-04
2642.TW,2019-11-12,0.45,0.14,2025-06-17
GLOBAL.BK,2019-11-12,0.1,0.1,2025-06-17
LOGC,2019-11-12,-0.48,-0.46,2025-08-12
MORF,2019-11-12,-0.3,-0.45,2025-03-24
KNTNF,2019-11-12,-0.00187,-0.00098,2025-08-27
ENAT3.SA,2019-11-12,0.16,0.02667,2025-06-17
LNXSF,2019-11-12,1.21,1.05,2025-06-17
HOTH,2019-11-12,-4.25,-2.5,2025-04-12
SPG.TO,2019-11-12,0.07,0.05,2025-09-09
TLRY,2019-11-12,-0.5,-0.29,2025-10-13
3450.TW,2019-11-12,0.49,0.96,2025-06-17
IEA,2019-11-12,0.24,0.47,2023-12-04
BDMS.BK,2019-11-12,0.16,0.17,2025-06-17
RGLS,2019-11-12,-2.6,-2.9,2025-04-25
PGEN,2019-11-12,-0.34,-0.24,2025-09-09
PLC.TO,2019-11-12,0.22,0.23,2025-06-17
DYNT,2019-11-12,-0.05,-0.2,2025-11-10
ERW.BK,2019-11-12,0.01085,0.01677,2025-06-17
7201.T,2019-11-12,15.07,-2.89,2025-09-26
IAA,2019-11-12,0.35,0.33,2024-03-14
CDGLF,2019-11-12,0.02203,0.02753,2025-11-10
FBRX,2019-11-12,-11.7,-10.49,2025-04-25
CMDXF,2019-11-12,0.06796,0.04757,2025-06-17
6407.T,2019-11-12,7.53,12.92,2025-06-17
CDLX,2019-11-12,0.03,-0.15,2025-04-25
NSANY,2019-11-12,0.29,0.12,2025-09-26
6612.TWO,2019-11-12,0.77,0.67,2025-06-17
0981.HK,2019-11-12,0.1565,0.07827,2025-10-01
2030.TW,2019-11-12,0.36,0.21,2025-06-17
U14.SI,2019-11-12,0.1,0.12,2025-06-17
M.BK,2019-11-12,0.6,0.71,2025-06-17
PDX.ST,2019-11-12,0.7,0.76,2025-06-17
SYPR,2019-11-12,-0.07,0.05,2025-04-19
VTSI,2019-11-12,0.12,0.07,2025-04-25
031430.KS,2019-11-12,3091.0,2021.01,2025-06-17
TRMD,2019-11-12,-0.12,-0.00857,2025-04-25
BEM.BK,2019-11-12,0.06,0.02,2025-06-17
MARK,2019-11-12,-1.1,-1.1,2025-08-27
FRX.TO,2019-11-12,-0.09,-0.2,2025-06-17
RDNW,2019-11-12,-7.6,-7.8,2025-09-09
ERE-UN.TO,2019-11-12,-0.16,-0.0162,2025-06-17
5411.T,2019-11-12,21.18,21.88,2025-08-26
CMG.TO,2019-11-12,0.09,0.06,2025-09-08
JNNDF,2019-11-12,-30.02,-9.48,2025-06-17
6273.T,2019-11-12,398.79,376.98,2025-09-08
CHMI-PB,2019-11-12,0.41,0.44,2025-04-25
AALR3.SA,2019-11-12,0.12,0.12,2025-06-17
FALABELLA.SN,2019-11-12,19.09,37.12,2025-06-17
DTIL,2019-11-12,-12.31,-16.82,2025-04-25
028670.KS,2019-11-12,102.0,91.17,2025-06-17
NGM,2019-11-12,-0.17,-0.26,2025-04-25
RDIB,2019-11-12,0.04,0.12,2025-09-18
DPSTF,2019-11-12,0.4963,0.4963,2025-06-17
IITSF,2019-11-12,0.06618,0.06618,2025-10-06
INO,2019-11-12,-3.24,-3.24,2025-04-25
NEXT.OL,2019-11-12,-0.74,-0.57,2025-06-17
4190.TW,2019-11-12,1.38,2.44,2025-06-17
RDNT,2019-11-12,0.06,0.11,2025-04-23
MCF,2019-11-12,-0.14,-0.13,2023-12-04
AP.BK,2019-11-12,0.2,0.32,2025-06-17
TRQ,2019-11-12,0.4,0.039,2025-09-18
1707.TW,2019-11-12,2.23,2.55,2025-06-17
BEEF3.SA,2019-11-12,-0.22,-0.2,2025-06-17
2511.TW,2019-11-12,0.14,0.19,2025-06-17
COGT,2019-11-12,-1.56,-1.3,2025-04-16
MEDIF,2019-11-12,0.02,0.03,2025-06-17
MBRX,2019-11-12,-202.36,-202.36,2025-12-30
3983.T,2019-11-12,20.16,12.11,2025-06-17
DQ,2019-11-12,0.07,0.09,2025-04-24
PTG.BK,2019-11-12,0.15,0.14,2025-06-17
LSXMK,2019-11-12,0.43,0.53,2025-09-09
CDEVF,2019-11-12,0.12,0.15,2025-11-10
RMBL,2019-11-12,-7.6,-7.8,2025-09-09
BHTLF,2019-11-12,0.32,0.29,2025-10-06
PFMT,2019-11-12,-0.14,-0.1,2025-04-25
INSE,2019-11-12,-0.38,-0.26,2025-09-09
CEPU.BA,2019-11-12,2.77,1.02,2025-06-17
CAAS,2019-11-12,0.13,0.01,2025-04-07
PTE,2019-11-12,-21.75,-25.25,2024-03-14
ICMB,2019-11-12,0.26,0.25,2025-04-25
5101.T,2019-11-12,72.24,54.9,2025-06-17
BCH.BK,2019-11-12,0.16,0.16,2025-06-17
SKPGF,2019-11-12,0.07,0.05,2024-04-30
8422.TW,2019-11-12,2.24,2.77,2025-06-17
NXTC,2019-11-12,-0.37,-0.35,2025-04-25
VRS,2019-11-12,0.85,-0.15,2023-12-04
MRE.TO,2019-11-12,0.53,0.52,2025-06-17
6435.TWO,2019-11-12,1.15,3.05,2025-06-17
SFRGF,2019-11-12,0.01225,0.09,2025-06-17
EGRX,2019-11-12,0.26,0.31,2025-04-16
2231.TW,2019-11-12,2.14,2.56,2025-06-17
PECGF,2019-11-12,0.01684,0.02982,2025-10-01
SFER.MI,2019-11-12,0.00825,0.09,2025-06-17
TH,2019-11-12,0.11,0.15,2025-04-25
CRAWA,2019-11-12,0.52,0.45,2025-09-09
CRLFF,2019-11-12,0.00232,,2025-06-17
MRVE3.SA,2019-11-12,0.36,0.42,2025-06-17
GALT,2019-11-12,-0.05,-0.09,2025-08-27
0L85.L,2019-11-12,-0.5,-0.43,2025-04-24
